,Gm#,Date,,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,HomeGame
191,30,201404290,boxscore,ARI,,COL,L,4,5,,8-22,5, 9.5,Logan,Reed,Hawkins,3:10,N,"19,702",----,,True
192,31,201404300,boxscore,ARI,,COL,W-wo,5,4,10,9-22,5, 9.5,Reed,Kahnle,,2:57,N,"19,135",+,,True
193,32,201405020,boxscore,ARI,@,SDP,W,2,0,,10-22,5, 9.5,Arroyo,Cashner,Reed,2:24,N,"27,032",++,,False
194,33,201405030,boxscore,ARI,@,SDP,W,4,3,,11-22,5, 9.5,McCarthy,Kennedy,Reed,3:11,N,"35,213",+++,,False
195,34,201405040,boxscore,ARI,@,SDP,L-wo,3,4,,11-23,5, 10.5,Street,Perez,,2:56,D,"32,657",-,,False
196,35,201405050,boxscore,ARI,@,MIL,L,3,8,,11-24,5, 11.5,Garza,Bolsinger,,3:19,N,"27,220",--,,False
197,36,201405060,boxscore,ARI,@,MIL,W,7,5,,12-24,5, 10.5,Marshall,Kintzler,Reed,3:05,N,"27,497",+,,False
198,37,201405070,boxscore,ARI,@,MIL,W,3,2,,13-24,5, 9.5,Arroyo,Peralta,Reed,2:43,D,"24,013",++,,False
199,38,201405090,boxscore,ARI,@,CHW,L,3,9,,13-25,5, 11.0,Rienzo,McCarthy,,2:45,N,"19,118",-,,False
200,39,201405100,boxscore,ARI,@,CHW,W,4,3,,14-25,5, 10.0,Miley,Quintana,Reed,2:58,N,"24,634",+,,False
201,40,201405110,boxscore,ARI,@,CHW,W,5,1,,15-25,5, 10.0,Anderson,Noesi,,3:10,D,"18,612",++,,False
202,41,201405120,boxscore,ARI,,WSN,L,5,6,,15-26,5, 11.0,Clippard,Reed,Soriano,2:53,N,"16,555",-,,True
203,42,201405130,boxscore,ARI,,WSN,W,3,1,,16-26,5, 10.0,Arroyo,Strasburg,,2:21,N,"19,025",+,,True
204,43,201405140,boxscore,ARI,,WSN,L,1,5,,16-27,5, 11.0,Clippard,Ziegler,,2:33,D,"18,325",-,,True
205,44,201405160,boxscore,ARI,,LAD,L,0,7,,16-28,5, 11.5,Greinke,Miley,,2:54,N,"31,154",--,,True
206,45,201405170,boxscore,ARI,,LAD,W,18,7,,17-28,5, 10.5,Anderson,Kershaw,,3:55,N,"36,688",+,,True
207,46,201405180,boxscore,ARI,,LAD,W,5,3,,18-28,5, 10.5,Collmenter,Haren,Reed,2:50,D,"35,406",++,,True
208,47,201405200,boxscore,ARI,@,STL,L,0,5,,18-29,5, 10.5,Wainwright,Arroyo,,2:20,N,"42,252",-,,False
209,48,201405210,boxscore,ARI,@,STL,L-wo,2,3,12,18-30,5, 11.5,Maness,Cahill,,4:00,N,"40,542",--,,False
210,49,201405220,boxscore,ARI,@,STL,L,2,4,,18-31,5, 12.5,Neshek,Miley,Rosenthal,2:40,N,"40,787",---,,False
211,50,201405240,boxscore,ARI,@,NYM,W,3,2,,19-31,5, 13.0,Collmenter,Wheeler,Reed,3:18,D,"24,551",+,,False
212,51,201405251,boxscore,ARI,@,NYM,W,2,1,,20-31,5, 13.5,Marshall,Mejia,Reed,3:09,D,,++,,False
213,52,201405252,boxscore,ARI,@,NYM,L,2,4,,20-32,5, 13.5,Matsuzaka,Spruill,Mejia,3:12,D,"30,785",-,2014-05-23 (Rain),False
214,53,201405260,boxscore,ARI,,SDP,W-wo,7,5,,21-32,5, 12.5,Ziegler,Quackenbush,,2:59,N,"35,580",+,,True
215,54,201405270,boxscore,ARI,,SDP,L,3,4,,21-33,5, 13.5,Quackenbush,Marshall,Street,2:53,N,"17,862",-,,True
216,55,201405280,boxscore,ARI,,SDP,W,12,6,,22-33,5, 13.5,Anderson,Stauffer,,3:29,N,"22,233",+,,True
217,56,201405290,boxscore,ARI,,CIN,W,4,0,,23-33,5, 13.5,Collmenter,Cingrani,,2:30,N,"18,457",++,,True
218,57,201405300,boxscore,ARI,,CIN,L,4,6,,23-34,5, 14.5,Leake,Arroyo,Chapman,2:40,N,"19,826",-,,True
219,58,201405310,boxscore,ARI,,CIN,L,0,5,,23-35,5, 14.5,Cueto,McCarthy,,2:57,N,"23,765",--,,True
220,59,201406010,boxscore,ARI,,CIN,L,3,4,,23-36,5, 15.5,Simon,Miley,Chapman,2:59,D,"24,119",---,,True
221,60,201406030,boxscore,ARI,@,COL,W,4,2,,24-36,5, 14.5,Anderson,De La Rosa,Reed,3:03,N,"29,682",+,,False
222,61,201406040,boxscore,ARI,@,COL,W,16,8,,25-36,5, 14.5,Ziegler,Brothers,,3:58,N,"26,199",++,,False
223,62,201406050,boxscore,ARI,@,COL,W,12,7,,26-36,5, 14.5,Arroyo,Nicasio,,3:36,N,"26,521",+++,,False
224,63,201406060,boxscore,ARI,,ATL,L,2,5,,26-37,5, 15.5,Teheran,McCarthy,Kimbrel,3:03,N,"24,504",-,,True
225,64,201406070,boxscore,ARI,,ATL,W-wo,4,3,11,27-37,5, 15.5,Delgado,Carpenter,,3:31,N,"29,278",+,,True
226,65,201406080,boxscore,ARI,,ATL,W,6,5,,28-37,5, 15.5,Anderson,Harang,Ziegler,3:07,D,"26,534",++,,True
227,66,201406090,boxscore,ARI,,HOU,L,3,4,,28-38,5, 15.5,Cosart,Collmenter,Qualls,3:12,N,"18,805",-,,True
228,67,201406100,boxscore,ARI,,HOU,W,4,1,,29-38,5, 14.5,Arroyo,Fields,Reed,2:40,D,"17,667",+,,True
229,68,201406110,boxscore,ARI,@,HOU,L,1,5,,29-39,5, 14.5,Keuchel,McCarthy,,2:22,N,"24,319",-,,False
230,69,201406120,boxscore,ARI,@,HOU,L-wo,4,5,10,29-40,5, 15.5,Sipp,Putz,,3:27,N,"33,457",--,,False
231,70,201406130,boxscore,ARI,@,LAD,L,3,4,,29-41,5, 15.5,Kershaw,Anderson,Jansen,3:32,N,"42,831",---,,False
232,71,201406140,boxscore,ARI,@,LAD,L,4,6,,29-42,5, 15.5,Haren,Collmenter,Jansen,2:39,N,"51,422",----,,False
233,72,201406150,boxscore,ARI,@,LAD,W,6,3,,30-42,5, 14.5,Arroyo,Beckett,,3:04,D,"52,519",+,,False
234,73,201406160,boxscore,ARI,,MIL,L,3,9,,30-43,5, 15.0,Peralta,Harris,,3:00,N,"18,262",-,,True
235,74,201406170,boxscore,ARI,,MIL,L,5,7,,30-44,5, 15.0,Lohse,Marshall,Rodriguez,2:52,N,"18,148",--,,True
236,75,201406180,boxscore,ARI,,MIL,W-wo,4,3,,31-44,5, 14.0,Ziegler,Kintzler,,2:39,N,"19,711",+,,True
237,76,201406190,boxscore,ARI,,MIL,L,1,4,,31-45,5, 14.5,Gallardo,Anderson,Rodriguez,2:56,D,"22,559",-,,True
238,77,201406200,boxscore,ARI,,SFG,W,4,1,,32-45,5, 13.5,Collmenter,Lincecum,Reed,2:52,N,"29,295",+,,True
239,78,201406210,boxscore,ARI,,SFG,L,4,6,,32-46,5, 14.5,Vogelsong,McCarthy,Romo,3:15,N,"37,916",-,,True
240,79,201406220,boxscore,ARI,,SFG,L,1,4,,32-47,5, 15.5,Bumgarner,Bolsinger,Romo,2:39,D,"27,862",--,,True
241,80,201406240,boxscore,ARI,,CLE,W-wo,9,8,14,33-47,5, 14.0,Collmenter,Lowe,,5:32,N,"20,945",+,,True
242,81,201406250,boxscore,ARI,,CLE,L,1,6,,33-48,5, 15.0,Kluber,Anderson,,3:00,N,"21,269",-,,True
243,82,201406270,boxscore,ARI,@,SDP,W,2,1,,34-48,5, 13.5,McCarthy,Ross,Reed,2:34,N,"25,897",+,,False
244,83,201406280,boxscore,ARI,@,SDP,W,3,1,,35-48,4, 12.5,Collmenter,Stults,Reed,3:07,N,"31,527",++,,False
245,84,201406290,boxscore,ARI,@,SDP,L,1,2,,35-49,5, 12.5,Despaigne,Bolsinger,Street,2:45,D,"20,267",-,,False
246,85,201407010,boxscore,ARI,@,PIT,L-wo,2,3,,35-50,5, 13.5,Frieri,Reed,,2:33,N,"21,426",--,,False
247,86,201407020,boxscore,ARI,@,PIT,L,1,5,,35-51,5, 13.5,Morton,Anderson,,3:14,N,"24,161",---,,False
248,87,201407030,boxscore,ARI,@,PIT,W,10,2,,36-51,4, 12.5,McCarthy,Worley,,3:16,N,"27,473",+,,False
249,88,201407040,boxscore,ARI,@,ATL,L,2,5,,36-52,4, 13.5,Santana,Collmenter,Kimbrel,2:54,N,"48,815",-,,False
250,89,201407050,boxscore,ARI,@,ATL,L,4,10,,36-53,5, 13.5,Harang,Bolsinger,,3:00,D,"30,405",--,,False
251,90,201407060,boxscore,ARI,@,ATL,W,3,1,,37-53,4, 13.5,Miley,Wood,Reed,2:43,D,"23,709",+,,False
252,91,201407070,boxscore,ARI,,MIA,W,9,1,,38-53,4, 13.0,Anderson,Koehler,,2:56,N,"17,103",++,,True
253,92,201407080,boxscore,ARI,,MIA,L,1,2,,38-54,4, 13.0,Dunn,Reed,Cishek,2:33,N,"18,319",-,,True
254,93,201407090,boxscore,ARI,,MIA,W-wo,4,3,10,39-54,4, 12.5,Ziegler,Cishek,,2:53,D,"18,268",+,,True
255,94,201407110,boxscore,ARI,@,SFG,L,0,5,,39-55,5, 13.0,Lincecum,Bolsinger,,2:35,N,"41,647",-,,False
256,95,201407120,boxscore,ARI,@,SFG,W,2,0,,40-55,4, 12.5,Miley,Vogelsong,Reed,2:44,D,"41,261",+,,False
257,96,201407130,boxscore,ARI,@,SFG,L,4,8,,40-56,4, 13.5,Bumgarner,Nuno,,3:01,D,"41,288",-,,False
258,97,201407180,boxscore,ARI,,CHC,W,5,4,,41-56,4, 13.0,De La Rosa,Schlitter,Reed,3:15,N,"32,619",+,,True
259,98,201407190,boxscore,ARI,,CHC,W,9,3,,42-56,4, 13.0,Miley,Wood,,2:55,N,"32,528",++,,True
260,99,201407200,boxscore,ARI,,CHC,W,3,2,,43-56,4, 12.0,Collmenter,Arrieta,Reed,2:50,D,"37,131",+++,,True
261,100,201407210,boxscore,ARI,,DET,L,3,4,,43-57,4, 13.0,Verlander,Delgado,Nathan,3:09,N,"25,907",-,,True
262,101,201407220,boxscore,ARI,,DET,W,5,4,,44-57,3, 13.0,De La Rosa,Coke,Reed,3:09,N,"29,515",+,,True
263,102,201407230,boxscore,ARI,,DET,L,5,11,,44-58,4, 14.0,Sanchez,Cahill,,3:10,D,"24,174",-,,True
264,103,201407250,boxscore,ARI,@,PHI,L,5,9,,44-59,4, 13.5,Kendrick,Miley,,3:23,N,"25,698",--,,False
265,104,201407260,boxscore,ARI,@,PHI,W,10,6,10,45-59,4, 12.5,Marshall,Bastardo,,4:20,N,"29,097",+,,False
266,105,201407270,boxscore,ARI,@,PHI,L,2,4,,45-60,4, 13.5,Hernandez,Nuno,Papelbon,2:30,D,"31,514",-,,False
267,106,201407280,boxscore,ARI,@,CIN,W,2,1,15,46-60,4, 13.0,Perez,Hoover,Reed,4:34,N,"30,288",+,,False
268,107,201407290,boxscore,ARI,@,CIN,L,0,3,,46-61,4, 14.0,Leake,Cahill,Chapman,2:33,N,"33,153",-,,False
269,108,201407300,boxscore,ARI,@,CIN,W,5,4,,47-61,4, 14.0,Miley,Simon,Reed,3:02,D,"26,332",+,,False
270,109,201407310,boxscore,ARI,,PIT,W,7,4,,48-61,4, 14.0,Perez,Locke,Reed,3:08,N,"20,145",++,,True
271,110,201408010,boxscore,ARI,,PIT,L,4,9,,48-62,4, 14.0,Watson,Schultz,,3:25,N,"22,766",-,,True
272,111,201408020,boxscore,ARI,,PIT,L,3,8,,48-63,4, 15.0,Hughes,Ziegler,,3:30,N,"33,151",--,,True
273,112,201408030,boxscore,ARI,,PIT,W-wo,3,2,10,49-63,4, 14.0,Marshall,Melancon,,3:13,D,"26,913",+,,True
274,113,201408050,boxscore,ARI,,KCR,L,2,12,,49-64,4, 14.5,Duffy,Miley,,3:02,N,"16,677",-,,True
275,114,201408060,boxscore,ARI,,KCR,L,3,4,,49-65,4, 15.5,Ventura,Collmenter,Holland,3:02,N,"16,157",--,,True
276,115,201408070,boxscore,ARI,,KCR,L,2,6,,49-66,4, 16.5,Guthrie,Nuno,,2:34,N,"17,809",---,,True
277,116,201408080,boxscore,ARI,,COL,W,5,3,,50-66,4, 15.5,Anderson,Matzek,,3:05,N,"21,782",+,,True
278,117,201408090,boxscore,ARI,,COL,W,14,4,,51-66,4, 14.5,Cahill,De La Rosa,,3:11,N,"24,993",++,,True
279,118,201408100,boxscore,ARI,,COL,L,3,5,10,51-67,4, 15.5,Belisle,Perez,Hawkins,3:34,D,"22,104",-,,True
280,119,201408131,boxscore,ARI,@,CLE,L-wo,2,3,,51-68,4, 16.0,Allen,Delgado,,2:50,D,,--,,False
281,120,201408132,boxscore,ARI,@,CLE,W,1,0,12,52-68,4, 16.0,Delgado,Lee,Reed,4:16,N,"17,562",+,2014-08-12 (Rain),False
282,121,201408140,boxscore,ARI,@,MIA,L-wo,4,5,10,52-69,4, 17.0,Dunn,Hagens,,3:31,N,"17,074",-,,False
283,122,201408150,boxscore,ARI,@,MIA,W,3,2,,53-69,4, 16.0,Cahill,Hand,Reed,2:55,N,"18,286",+,,False
284,123,201408160,boxscore,ARI,@,MIA,L,1,2,,53-70,4, 16.0,Alvarez,Miley,Cishek,2:25,N,"19,563",-,,False
285,124,201408170,boxscore,ARI,@,MIA,L,3,10,,53-71,4, 16.0,Koehler,Collmenter,,2:56,D,"19,296",--,,False
286,125,201408180,boxscore,ARI,@,WSN,L-wo,4,5,11,53-72,4, 16.5,Stammen,Harris,,3:16,N,"21,292",---,,False
287,126,201408190,boxscore,ARI,@,WSN,L,1,8,,53-73,4, 17.5,Strasburg,Anderson,,2:50,N,"26,827",----,,False
288,127,201408200,boxscore,ARI,@,WSN,L-wo,2,3,,53-74,4, 17.5,Soriano,Marshall,,3:04,N,"24,113",-----,,False
289,128,201408210,boxscore,ARI,@,WSN,L-wo,0,1,,53-75,4, 18.5,Soriano,Perez,,2:51,D,"32,311",------,,False
290,129,201408220,boxscore,ARI,,SDP,W,5,1,,54-75,4, 18.5,Collmenter,Despaigne,,2:21,N,"24,835",+,,True
291,130,201408230,boxscore,ARI,,SDP,W,5,2,,55-75,4, 18.5,Perez,Quackenbush,Reed,2:31,N,"30,583",++,,True
292,131,201408240,boxscore,ARI,,SDP,L,4,7,,55-76,4, 18.5,Kennedy,Anderson,Benoit,3:10,D,"20,852",-,,True
293,132,201408260,boxscore,ARI,,LAD,L,5,9,,55-77,4, 19.5,Hernandez,Cahill,,3:22,N,"21,758",--,,True
294,133,201408270,boxscore,ARI,,LAD,L,1,3,,55-78,4, 20.5,Kershaw,Miley,Jansen,2:55,N,"28,394",---,,True
295,134,201408290,boxscore,ARI,,COL,W,5,2,,56-78,4, 19.5,Ziegler,Brothers,Reed,2:54,N,"22,585",+,,True
296,135,201408300,boxscore,ARI,,COL,L,0,2,,56-79,4, 19.5,Matzek,Nuno,Hawkins,2:37,N,"27,272",-,,True
297,136,201408310,boxscore,ARI,,COL,W,6,2,,57-79,4, 19.5,Anderson,De La Rosa,,3:04,D,"22,948",+,,True
298,137,201409010,boxscore,ARI,@,SDP,L,1,3,,57-80,4, 19.5,Ross,Cahill,Quackenbush,3:03,D,"18,564",-,,False
299,138,201409020,boxscore,ARI,@,SDP,L-wo,1,2,,57-81,4, 20.5,Quackenbush,Ziegler,,2:28,N,"14,316",--,,False
300,139,201409030,boxscore,ARI,@,SDP,W,6,1,,58-81,4, 19.5,Collmenter,Cashner,,2:43,N,"16,335",+,,False
301,140,201409040,boxscore,ARI,@,SDP,W,5,1,,59-81,4, 19.0,Delgado,Kennedy,,2:59,N,"16,025",++,,False
302,141,201409050,boxscore,ARI,@,LAD,L,1,2,,59-82,4, 20.0,Haren,Nuno,Jansen,2:44,N,"43,074",-,,False
303,142,201409060,boxscore,ARI,@,LAD,L,2,5,,59-83,4, 21.0,Wilson,Hudson,Jansen,3:02,N,"50,823",--,,False
304,143,201409070,boxscore,ARI,@,LAD,L,2,7,,59-84,4, 22.0,Greinke,Cahill,,3:11,D,"43,460",---,,False
305,144,201409090,boxscore,ARI,@,SFG,L,1,5,,59-85,4, 22.5,Petit,Miley,,2:29,N,"41,683",----,,False
306,145,201409100,boxscore,ARI,@,SFG,L,0,5,,59-86,4, 23.5,Machi,Perez,,3:07,N,"41,293",-----,,False
307,146,201409110,boxscore,ARI,@,SFG,L,2,6,,59-87,4, 24.0,Peavy,Delgado,,3:28,D,"41,039",------,,False
308,147,201409120,boxscore,ARI,,SDP,L,5,6,,59-88,4, 24.0,Stults,Nuno,Quackenbush,2:55,N,"31,238",-------,,True
309,148,201409130,boxscore,ARI,,SDP,W,10,4,,60-88,4, 24.0,Anderson,Ross,,3:13,N,"32,429",+,,True
310,149,201409140,boxscore,ARI,,SDP,W,8,6,,61-88,4, 24.0,Spruill,Despaigne,,3:16,D,"26,075",++,,True
311,150,201409150,boxscore,ARI,,SFG,W,6,2,,62-88,4, 24.0,Miley,Vogelsong,,2:59,N,"21,731",+++,,True
312,151,201409160,boxscore,ARI,,SFG,L,1,2,,62-89,4, 24.0,Peavy,Collmenter,Casilla,2:34,N,"26,339",-,,True
313,152,201409170,boxscore,ARI,,SFG,L,2,4,,62-90,4, 24.0,Romo,Reed,Casilla,3:35,D,"19,272",--,,True
314,153,201409180,boxscore,ARI,@,COL,L-wo,6,7,,62-91,4, 25.0,Hawkins,Reed,,2:47,N,"23,775",---,,False
315,154,201409190,boxscore,ARI,@,COL,L,3,15,,62-92,5, 26.0,Lyles,Anderson,,2:51,N,"37,022",----,,False
316,155,201409200,boxscore,ARI,@,COL,L,1,5,,62-93,5, 26.0,Butler,Cahill,,2:43,D,"33,764",-----,,False
317,156,201409210,boxscore,ARI,@,COL,L,3,8,,62-94,5, 27.0,Bergman,Miley,,2:47,D,"29,036",------,,False
318,157,201409220,boxscore,ARI,@,MIN,W,6,2,,63-94,5, 26.0,Collmenter,Nolasco,,3:14,N,"22,571",+,,False
319,158,201409230,boxscore,ARI,@,MIN,L,3,6,,63-95,5, 27.0,Gibson,Chafin,,3:05,N,"28,902",-,,False
320,159,201409240,boxscore,ARI,@,MIN,L,1,2,,63-96,5, 28.0,Hughes,Nuno,Burton,2:31,D,"29,445",--,,False
321,160,201409260,boxscore,ARI,,STL,L,6,7,10,63-97,5, 29.0,Gonzales,Marshall,Rosenthal,3:45,N,"41,963",---,,True
322,161,201409270,boxscore,ARI,,STL,W,5,2,,64-97,5, 29.0,Delgado,Maness,Reed,2:58,N,"39,843",+,,True
323,162,201409280,boxscore,ARI,,STL,L,0,1,,64-98,5, 30.0,Masterson,Collmenter,Martinez,2:20,D,"30,617",-,,True
324,1,201403310,boxscore,BAL,,BOS,W,2,1,,1-0,1, Tied,Britton,Lester,Hunter,2:53,D,"46,685",+,,True
325,2,201404020,boxscore,BAL,,BOS,L,2,6,,1-1,2, 0.5,Lackey,Jimenez,,2:43,N,"25,708",-,,True
326,3,201404030,boxscore,BAL,,BOS,L,3,4,,1-2,4, 1.0,Doubront,Chen,Uehara,2:55,N,"20,880",--,,True
327,4,201404040,boxscore,BAL,@,DET,L,4,10,,1-3,5, 1.5,Smyly,Gonzalez,,3:07,D,"23,625",---,,False
328,5,201404050,boxscore,BAL,@,DET,L,6,7,,1-4,5, 2.5,Porcello,Norris,Nathan,3:20,D,"32,041",----,,False
329,6,201404060,boxscore,BAL,@,DET,W,3,1,,2-4,4, 1.5,Tillman,Verlander,Hunter,2:34,D,"34,261",+,,False
330,7,201404070,boxscore,BAL,@,NYY,L,2,4,,2-5,5, 2.0,Kuroda,Jimenez,Kelley,3:05,D,"48,142",-,,False
331,8,201404080,boxscore,BAL,@,NYY,W,14,5,,3-5,4, 1.5,Chen,Nova,,3:28,D,"35,864",+,,False
332,9,201404090,boxscore,BAL,@,NYY,W,5,4,,4-5,3, 1.0,Matusz,Kelley,Hunter,3:06,N,"39,412",++,,False
333,10,201404110,boxscore,BAL,,TOR,L,0,2,,4-6,5, 1.5,McGowan,Tillman,Santos,2:20,N,"22,327",-,,True
334,11,201404120,boxscore,BAL,,TOR,W-wo,2,1,12,5-6,4, 1.5,Britton,Redmond,,3:39,N,"30,446",+,,True
335,12,201404130,boxscore,BAL,,TOR,L,3,11,,5-7,4, 1.5,Buehrle,Jimenez,,2:45,D,"39,281",-,,True
336,13,201404140,boxscore,BAL,,TBR,W,7,1,,6-7,4, 1.0,Chen,Archer,,2:46,N,"15,799",+,,True
337,14,201404160,boxscore,BAL,,TBR,W,3,0,,7-7,3, 1.5,Gonzalez,Odorizzi,Hunter,2:53,D,"22,611",++,,True
338,15,201404180,boxscore,BAL,@,BOS,W,8,4,,8-7,2, 1.0,Tillman,Lackey,O'Day,3:26,N,"36,408",+++,,False
339,16,201404190,boxscore,BAL,@,BOS,L,2,4,,8-8,3, 1.0,Tazawa,Norris,Uehara,2:47,D,"37,689",-,,False
340,17,201404200,boxscore,BAL,@,BOS,L-wo,5,6,,8-9,3, 2.0,Mujica,Matusz,,3:22,N,"33,947",--,,False
341,18,201404210,boxscore,BAL,@,BOS,W,7,6,,9-9,3, 1.5,Chen,Buchholz,Hunter,3:18,D,"37,513",+,,False
342,19,201404220,boxscore,BAL,@,TOR,L,3,9,,9-10,4, 2.5,Delabar,Meek,,2:54,N,"14,866",-,,False
343,20,201404230,boxscore,BAL,@,TOR,W,10,8,,10-10,3, 1.5,Tillman,Redmond,Hunter,3:11,N,"15,202",+,,False
344,21,201404240,boxscore,BAL,@,TOR,W,11,4,,11-10,2, 1.5,Norris,Cecil,,2:54,N,"16,283",++,,False
345,22,201404250,boxscore,BAL,,KCR,L,0,5,,11-11,2, 1.5,Ventura,Jimenez,,2:40,N,"22,478",-,,True
346,23,201404260,boxscore,BAL,,KCR,W-wo,3,2,10,12-11,2, 1.5,Britton,Duffy,,3:09,N,"34,941",+,,True
347,24,201404270,boxscore,BAL,,KCR,L,3,9,,12-12,2, 2.5,Shields,Gonzalez,,3:08,D,"38,368",-,,True
348,25,201405011,boxscore,BAL,,PIT,W,5,1,,13-12,2, 0.5,Norris,Morton,Hunter,3:08,D,,+,2014-04-30 (Rain),True
349,26,201405012,boxscore,BAL,,PIT,W-wo,6,5,10,14-12,2, 0.5,Hunter,Pimentel,,3:57,N,"28,290",++,2014-04-29 (Rain),True
350,27,201405020,boxscore,BAL,@,MIN,W,3,0,,15-12,1,up 0.5,Jimenez,Nolasco,Hunter,2:29,N,"24,165",+++,,False
351,28,201405030,boxscore,BAL,@,MIN,L,1,6,,15-13,2, 0.5,Correia,Chen,,2:51,D,"25,318",-,,False
352,29,201405040,boxscore,BAL,@,MIN,L,2,5,,15-14,2, 0.5,Hughes,Gonzalez,Perkins,3:02,D,"25,559",--,,False
353,30,201405060,boxscore,BAL,@,TBR,W,5,3,,16-14,1, Tied,O'Day,Peralta,Hunter,3:36,N,"11,855",+,,False
354,31,201405070,boxscore,BAL,@,TBR,W,4,3,,17-14,1, Tied,Webb,Gomes,Hunter,3:08,N,"11,282",++,,False
355,32,201405080,boxscore,BAL,@,TBR,W,3,1,,18-14,1,up 0.5,Jimenez,Price,O'Day,3:33,N,"11,076",+++,,False
356,33,201405090,boxscore,BAL,,HOU,W,4,3,,19-14,1,up 0.5,Chen,Williams,Hunter,2:29,N,"28,875",++++,,True
357,34,201405100,boxscore,BAL,,HOU,W-wo,5,4,10,20-14,1,up 1.5,Webb,Clemens,,3:29,N,"26,264",+++++,,True
358,35,201405110,boxscore,BAL,,HOU,L,2,5,,20-15,1,up 1.5,Cosart,Tillman,Qualls,3:21,D,"45,944",-,,True
359,36,201405120,boxscore,BAL,,DET,L,1,4,,20-16,1,up 1.5,Porcello,Norris,Nathan,2:48,N,"24,517",--,,True
360,37,201405130,boxscore,BAL,,DET,L,1,4,,20-17,1,up 1.5,Miller,Hunter,Nathan,2:57,N,"29,950",---,,True
361,38,201405140,boxscore,BAL,,DET,L,5,7,,20-18,1,up 0.5,Verlander,Gausman,Nathan,3:27,D,"36,727",----,,True
362,39,201405150,boxscore,BAL,@,KCR,W,2,1,,21-18,1,up 0.5,Chen,Ventura,Britton,2:56,N,"12,455",+,,False
363,40,201405160,boxscore,BAL,@,KCR,W,4,0,,22-18,1,up 1.0,Tillman,Guthrie,,2:22,N,"25,985",++,,False
364,41,201405170,boxscore,BAL,@,KCR,L,0,1,,22-19,1, Tied,Duffy,Norris,Holland,2:37,N,"24,064",-,,False
365,42,201405180,boxscore,BAL,@,KCR,L,6,8,,22-20,2, 0.5,Shields,Jimenez,Holland,2:58,D,"22,692",--,,False
366,43,201405200,boxscore,BAL,@,PIT,W,9,2,,23-20,1,up 0.5,Gonzalez,Liriano,,2:55,N,"22,787",+,,False
367,44,201405210,boxscore,BAL,@,PIT,L,8,9,,23-21,3, 0.5,Morris,Webb,Melancon,3:28,N,"19,365",-,,False
368,45,201405220,boxscore,BAL,,CLE,L,7,8,13,23-22,3, 1.5,Outman,Patton,Atchison,4:22,N,"18,894",--,,True
369,46,201405230,boxscore,BAL,,CLE,W,8,4,,24-22,2, 1.5,Norris,House,,2:43,N,"39,602",+,,True
370,47,201405240,boxscore,BAL,,CLE,L,0,9,,24-23,3, 2.5,Kluber,Jimenez,,3:05,D,"36,873",-,,True
371,48,201405250,boxscore,BAL,,CLE,W,4,2,,25-23,3, 2.5,Gonzalez,Bauer,Britton,3:12,D,"37,649",+,,True
372,49,201405260,boxscore,BAL,@,MIL,W,7,6,10,26-23,3, 2.5,O'Day,Wooten,Britton,3:42,D,"42,889",++,,False
373,50,201405270,boxscore,BAL,@,MIL,L-wo,6,7,10,26-24,3, 3.5,Rodriguez,McFarland,,3:44,N,"25,552",-,,False
374,51,201405280,boxscore,BAL,@,MIL,L,3,8,,26-25,3, 4.5,Gallardo,Norris,,3:29,N,"28,280",--,,False
375,52,201405290,boxscore,BAL,@,HOU,L,1,3,,26-26,3, 4.5,Fields,Guilmet,Qualls,2:56,N,"22,884",---,,False
376,53,201405300,boxscore,BAL,@,HOU,L,1,2,,26-27,3, 4.5,Oberholtzer,Gonzalez,Qualls,2:40,N,"38,482",----,,False
377,54,201405310,boxscore,BAL,@,HOU,W,4,1,,27-27,3, 4.5,Tillman,Keuchel,Britton,2:45,D,"29,619",+,,False
378,55,201406010,boxscore,BAL,@,HOU,W,9,4,,28-27,3, 4.5,Chen,Feldman,,3:14,D,"17,022",++,,False
379,56,201406030,boxscore,BAL,@,TEX,W,8,3,,29-27,2, 4.5,Matusz,Ogando,,3:15,N,"31,542",+++,,False
380,57,201406040,boxscore,BAL,@,TEX,W,6,5,,30-27,2, 4.5,Norris,Martinez,Britton,3:33,N,"27,934",++++,,False
381,58,201406050,boxscore,BAL,@,TEX,L,6,8,,30-28,2, 5.5,Ross,Matusz,Soria,3:11,N,"34,254",-,,False
382,59,201406060,boxscore,BAL,,OAK,L,3,4,11,30-29,3, 6.5,Abad,Meek,Doolittle,3:36,N,"28,076",--,,True
383,60,201406070,boxscore,BAL,,OAK,W,6,3,,31-29,2, 5.5,Gausman,Gray,,2:51,N,"44,202",+,,True
384,61,201406080,boxscore,BAL,,OAK,L,1,11,,31-30,2, 5.5,Kazmir,Jimenez,,3:27,D,"38,244",-,,True
385,62,201406090,boxscore,BAL,,BOS,W,4,0,,32-30,2, 5.5,Norris,Peavy,,2:21,N,"19,729",+,,True
386,63,201406100,boxscore,BAL,,BOS,L,0,1,,32-31,2, 5.5,Workman,Tillman,Uehara,2:32,N,"24,184",-,,True
387,64,201406110,boxscore,BAL,,BOS,W,6,0,,33-31,2, 4.5,Chen,De La Rosa,,2:49,N,"25,886",+,,True
